,WWW_keyword,WWW_score,ML_keyword,ML_score,DM_keyword,DM_score,IR_keyword,IR_score,DB_keyword,DB_score,HI_keyword,HI_score,NLP_keyword,NLP_score,CV_keyword,CV_score,COM_keyword,COM_score
115,prov,0.020966058267252553,auditory,0.03601832489165777,lift,0.02847774223398203,skyline,0.03379070524959798,answering,0.02900759855427917,ihc,0.03415054248269769,dictionaries,0.034056962917192346,medial,0.028520233768644206,ofdm,0.024473389557154612
116,swrl,0.020966058267252553,emergence,0.03601832489165777,spacecraft,0.02847774223398203,nearest,0.033229421896766906,versioning,0.02882496692104044,vibrotactile,0.03415054248269769,wordnet,0.033459819427784525,trifocal,0.028520233768644206,schedulers,0.024473389557154612
117,syndication,0.020966058267252553,neuro,0.03601832489165777,commute,0.02847774223398203,capital,0.03263315397450412,answers,0.028713572844245208,screens,0.03403066265034565,subjectivity,0.03302493373788349,surveillance,0.028271454249804356,pcs,0.024473389557154612
118,webdav,0.020966058267252553,possibilistic,0.035983927412655825,rna,0.02847774223398203,difficult,0.03263315397450412,conscious,0.028355063801933214,perceptions,0.03403066265034565,czech,0.032791827559250426,motions,0.027974980479488886,caching,0.02419072343000585
119,markup,0.020723901598347364,sat,0.03512716723616403,sax,0.02847774223398203,difficulty,0.03263315397450412,freshness,0.027893419051925446,sustainability,0.03403066265034565,phonological,0.032791827559250426,cortical,0.0276577274606348,multipath,0.024137942161707518
120,rewriting,0.020723901598347364,neuromorphic,0.03495977703544279,weka,0.02847774223398203,dirichlet,0.03263315397450412,tenant,0.027893419051925446,creativity,0.03380217234366762,rhetorical,0.032791827559250426,lambertian,0.0276577274606348,underwater,0.024137942161707518
121,abox,0.020418780138755872,entailment,0.03482102058277218,categorization,0.02843336748220604,folksonomy,0.03263315397450412,11g,0.027893419051925446,o,0.03350093989516358,turkish,0.032791827559250426,gradient,0.02763067047613204,rfid,0.024137942161707518
122,activerdf,0.020418780138755872,admissible,0.03482102058277218,entity,0.02843336748220604,indices,0.03263315397450412,exodus,0.027893419051925446,personas,0.032728144128718745,isbn,0.032791827559250426,fingerprint,0.02733918546859141,metropolitan,0.02383455937438584
123,agree,0.020418780138755872,imitation,0.03482102058277218,viral,0.027822433153259392,spammers,0.03263315397450412,nail,0.027893419051925446,informing,0.03244301535856281,question,0.03226113104259019,mrfs,0.027331890694950692,buffers,0.02383455937438584
124,allright,0.020418780138755872,circuits,0.03477631368849716,fraud,0.027360286286278394,pairwise,0.03263315397450412,oracle8i,0.027893419051925446,impaired,0.03197502789265856,chart,0.03199290455857463,optic,0.027331890694950692,11e,0.02383455937438584
125,apfel,0.020418780138755872,manifolds,0.034270407059672214,sensing,0.027360286286278394,affecting,0.03263315397450412,ssds,0.027893419051925446,persuasive,0.031509872824394124,languages,0.031847526798454415,textured,0.027331890694950692,grooming,0.02383455937438584
126,beagle,0.020418780138755872,nets,0.034270407059672214,significance,0.026869333987826843,idf,0.03263315397450412,vldb,0.027893419051925446,reflection,0.031509872824394124,phonology,0.03169010501462489,foreground,0.02719208840508232,internetworking,0.02383455937438584
127,bottari,0.020418780138755872,pairwise,0.034270407059672214,named,0.026170708621657594,english,0.03178466442299443,aggregates,0.02743741405116764,surfaces,0.031509872824394124,prepositional,0.03169010501462489,mri,0.02719208840508232,mans,0.02383455937438584
128,bpm,0.020418780138755872,horn,0.033534302485336544,svms,0.026170708621657594,interests,0.03178466442299443,protocols,0.02743741405116764,facebook,0.03087967536790624,russian,0.030862896526353344,patches,0.02719208840508232,multirate,0.02383455937438584
129,chatty,0.020418780138755872,logistic,0.033534302485336544,unlabeled,0.026170708621657594,freshness,0.03157853541654626,workflows,0.02679933465462886,3d,0.03075496121523214,synonym,0.030862896526353344,perceptual,0.026753506334032607,photonic,0.02383455937438584
130,cream,0.020418780138755872,stereo,0.033534302485336544,hyperplane,0.026000987082539374,ria,0.03157853541654626,db,0.026766040712394693,desafios,0.030735488234427923,clauses,0.030862896526353344,recovering,0.026753506334032607,wsns,0.02383455937438584
131,cwb,0.020418780138755872,finite,0.03345520969932924,nmf,0.026000987082539374,versioned,0.03157853541654626,middleware,0.026766040712394693,feeling,0.030735488234427923,compositionality,0.030862896526353344,parametric,0.026640408812315646,unicast,0.023307990054432962
132,dbrec,0.020418780138755872,abductive,0.032556886706688604,orange,0.026000987082539374,definitional,0.03157853541654626,parallelism,0.026766040712394693,friction,0.030735488234427923,agglutinative,0.030862896526353344,biometrics,0.026314924262982892,provisioning,0.023248227711953676
133,dhts,0.020418780138755872,robotics,0.032556886706688604,exceptional,0.026000987082539374,posting,0.03157853541654626,atomicity,0.026731635066607924,interruptibility,0.030735488234427923,basque,0.030862896526353344,ray,0.026314924262982892,selfish,0.02298332511101492
134,directorate,0.020418780138755872,dec,0.032499619210587374,subtrees,0.026000987082539374,tacit,0.03157853541654626,executions,0.026731635066607924,proposta,0.030735488234427923,words,0.03039991194397921,aperture,0.026143547621257188,opportunistic,0.022198668088844076
135,dispatcher,0.020418780138755872,neocognitron,0.032499619210587374,massive,0.02564578243493094,disks,0.03157853541654626,postgres,0.026731635066607924,revisitation,0.030735488234427923,opinion,0.03000534212239712,gabor,0.026143547621257188,telephony,0.022142590551711316
136,disputed,0.020418780138755872,oscillator,0.032499619210587374,sensor,0.02508826542547592,tf,0.03157853541654626,subqueries,0.026731635066607924,sistema,0.030735488234427923,linguistics,0.02992884619995691,albedo,0.026143547621257188,relaying,0.02213209084764399
137,dolce,0.020418780138755872,resting,0.032499619210587374,bioinformatics,0.025040189837933453,bilingual,0.030411634724638186,hitters,0.026731635066607924,sociotechnical,0.030735488234427923,pp,0.029900264169509572,chromaticity,0.026143547621257188,stateless,0.02213209084764399
138,domotic,0.020418780138755872,ebl,0.031781615486766175,publication,0.025040189837933453,personalised,0.030411634724638186,quorum,0.026731635066607924,toys,0.030735488234427923,utterances,0.029900264169509572,curvilinear,0.026143547621257188,broadcasting,0.021405344935853835
139,dsnotify,0.020418780138755872,inhibition,0.031781615486766175,patent,0.025040189837933453,posts,0.030411634724638186,predicate,0.025736577608071822,uis,0.030735488234427923,phrases,0.029564087091185395,subdivision,0.026143547621257188,queuing,0.021280856584273068
140,dysplasia,0.020418780138755872,overcomplete,0.031781615486766175,unexpected,0.025040189837933453,reachability,0.030411634724638186,bulk,0.025370320243834982,women,0.030735488234427923,mentions,0.029049262930072813,aerial,0.025876342191933178,optical,0.020990134576688267
141,ecoinformatics,0.020418780138755872,qualitative,0.031109894661325535,actionable,0.025040189837933453,pooling,0.030411634724638186,cad,0.025370320243834982,dos,0.030390419548095973,tokenization,0.029049262930072813,outdoor,0.025431800435898988,slot,0.020429622320902147
142,edutella,0.020418780138755872,beliefs,0.031050280079015325,bias,0.024981130957036798,rfid,0.030411634724638186,managing,0.025119982253190207,healthy,0.030390419548095973,acts,0.028476442066199592,shadow,0.024796005425001516,11b,0.020429622320902147
143,empowered,0.020418780138755872,pursuit,0.031050280079015325,subgraphs,0.024981130957036798,file,0.030339906949221954,cpu,0.025104077146732903,animated,0.030249477911418358,adjectives,0.028476442066199592,invariance,0.024560595978784034,datagram,0.020429622320902147
144,endpoints,0.020418780138755872,perceptron,0.030843366353704996,randomization,0.024950095845839213,reviews,0.030339906949221954,duplicates,0.024707114503748948,physical,0.029656569743259562,annotation,0.027711484357096694,morphological,0.024560595978784034,interworking,0.020429622320902147
145,eswc,0.020418780138755872,backtracking,0.030843366353704996,gradient,0.024950095845839213,cold,0.030302214404896687,lock,0.024707114503748948,play,0.02929556273417063,cohesion,0.027052619962889615,cylinders,0.02440387717114835,retransmissions,0.020429622320902147
146,evolva,0.020418780138755872,convolutional,0.030843366353704996,xml,0.023791553292415998,sql,0.030302214404896687,scans,0.024707114503748948,interventions,0.02902796111029304,verbal,0.027052619962889615,diffeomorphic,0.02440387717114835,skype,0.020429622320902147
147,evolvement,0.020418780138755872,laplacian,0.030843366353704996,bid,0.023030857703851583,engines,0.029115799897061593,trie,0.024707114503748948,teamwork,0.02902796111029304,collocations,0.027005034460559175,vanishing,0.02440387717114835,vegas,0.020429622320902147
148,factpages,0.020418780138755872,observable,0.030843366353704996,television,0.023030857703851583,topics,0.029115799897061593,neighbor,0.02452188743763806,ambient,0.02898908299844259,adjectival,0.027005034460559175,rendering,0.024160210414104037,zigbee,0.020429622320902147
149,foaf,0.020418780138755872,pulse,0.030843366353704996,bregman,0.023030857703851583,japanese,0.02889514947544948,pipelined,0.023877948464785866,stroke,0.02898908299844259,comma,0.027005034460559175,deformations,0.02376686147387017,token,0.020106575318446424
